unique_id,indicator_id,name,measure,measure_info,geo_type_name,geo_join_id,geo_place_name,time_period,start_date,data_value,year_month
816839,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,403.0,Flushing - Clearview,2019,2019-01-01,42.3,2019-01
816881,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,203.0,Bedford Stuyvesant - Crown Heights,2019,2019-01-01,82.6,2019-01
816877,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,205.0,Sunset Park,2019,2019-01-01,101.6,2019-01
816847,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,309.0,Union Square - Lower East Side,2019,2019-01-01,124.4,2019-01
816875,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,206.0,Borough Park,2019,2019-01-01,69.7,2019-01
816765,643,Annual vehicle miles traveled,Million miles,per square mile,CD,301.0,Greenpoint and Williamsburg (CD1),2019,2019-01-01,80.2,2019-01
816727,643,Annual vehicle miles traveled,Million miles,per square mile,CD,402.0,Woodside and Sunnyside (CD2),2019,2019-01-01,113.9,2019-01
816980,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,310.0,Lower Manhattan,2019,2019-01-01,102.6,2019-01
816735,643,Annual vehicle miles traveled,Million miles,per square mile,CD,316.0,Brownsville (CD16),2019,2019-01-01,76.2,2019-01
817090,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,316.0,Brownsville (CD16),2019,2019-01-01,71.9,2019-01
817020,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,105.0,Midtown (CD5),2019,2019-01-01,71.1,2019-01
816819,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,503.0,Willowbrook,2019,2019-01-01,34.3,2019-01
816708,643,Annual vehicle miles traveled,Million miles,per square mile,CD,408.0,Hillcrest and Fresh Meadows (CD8),2019,2019-01-01,78.7,2019-01
817074,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,308.0,Crown Heights and Prospect Heights (CD8),2019,2019-01-01,82.7,2019-01
816837,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,404.0,Bayside - Little Neck,2019,2019-01-01,80.0,2019-01
816879,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,204.0,East New York,2019,2019-01-01,55.4,2019-01
816817,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,504.0,South Beach - Tottenville,2019,2019-01-01,13.0,2019-01
816706,643,Annual vehicle miles traveled,Million miles,per square mile,CD,407.0,Flushing and Whitestone (CD7),2019,2019-01-01,42.8,2019-01
816893,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,104.0,Pelham - Throgs Neck,2019,2019-01-01,64.5,2019-01
817072,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,307.0,Sunset Park (CD7),2019,2019-01-01,112.5,2019-01
816841,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,402.0,West Queens,2019,2019-01-01,103.9,2019-01
816821,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,502.0,Stapleton - St. George,2019,2019-01-01,33.3,2019-01
816793,643,Annual vehicle miles traveled,Million miles,per square mile,CD,111.0,East Harlem (CD11),2019,2019-01-01,152.6,2019-01
817076,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),2019,2019-01-01,57.9,2019-01
817048,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,207.0,Kingsbridge Heights and Bedford (CD7),2019,2019-01-01,62.6,2019-01
817070,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,306.0,Park Slope and Carroll Gardens (CD6),2019,2019-01-01,85.9,2019-01
817018,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,104.0,Clinton and Chelsea (CD4),2019,2019-01-01,147.4,2019-01
816990,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,405.0,Ridgewood - Forest Hills,2019,2019-01-01,63.0,2019-01
816970,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,305.0,Upper East Side,2019,2019-01-01,111.1,2019-01
816930,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,103.0,Fordham - Bronx Pk,2019,2019-01-01,56.2,2019-01
817022,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),2019,2019-01-01,176.5,2019-01
817046,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,206.0,Belmont and East Tremont (CD6),2019,2019-01-01,93.2,2019-01
817106,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,406.0,Rego Park and Forest Hills (CD6),2019,2019-01-01,85.6,2019-01
816944,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,203.0,Bedford Stuyvesant - Crown Heights,2019,2019-01-01,77.6,2019-01
816845,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,310.0,Lower Manhattan,2019,2019-01-01,112.3,2019-01
816722,643,Annual vehicle miles traveled,Million miles,per square mile,CD,501.0,St. George and Stapleton (CD1),2019,2019-01-01,31.9,2019-01
816763,643,Annual vehicle miles traveled,Million miles,per square mile,CD,302.0,Fort Greene and Brooklyn Heights (CD2),2019,2019-01-01,146.1,2019-01
816789,643,Annual vehicle miles traveled,Million miles,per square mile,CD,201.0,Mott Haven and Melrose (CD1),2019,2019-01-01,83.9,2019-01
817098,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,402.0,Woodside and Sunnyside (CD2),2019,2019-01-01,103.0,2019-01
817060,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,301.0,Greenpoint and Williamsburg (CD1),2019,2019-01-01,71.7,2019-01
816741,643,Annual vehicle miles traveled,Million miles,per square mile,CD,313.0,Coney Island (CD13),2019,2019-01-01,41.0,2019-01
817084,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,313.0,Coney Island (CD13),2019,2019-01-01,39.3,2019-01
816992,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,406.0,Fresh Meadows,2019,2019-01-01,73.9,2019-01
816972,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,306.0,Chelsea - Clinton,2019,2019-01-01,118.3,2019-01
817068,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,305.0,East New York and Starrett City (CD5),2019,2019-01-01,54.7,2019-01
817044,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,205.0,Fordham and University Heights (CD5),2019,2019-01-01,87.9,2019-01
816942,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,202.0,Downtown - Heights - Slope,2019,2019-01-01,116.2,2019-01
817104,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,405.0,Ridgewood and Maspeth (CD5),2019,2019-01-01,56.6,2019-01
816946,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,204.0,East New York,2019,2019-01-01,51.7,2019-01
816932,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,104.0,Pelham - Throgs Neck,2019,2019-01-01,57.8,2019-01
817010,644,Annual vehicle miles traveled (cars),Million miles,per square mile,Citywide,1.0,New York City,2019,2019-01-01,54.9,2019-01
816863,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,301.0,Washington Heights,2019,2019-01-01,143.1,2019-01
816843,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,401.0,Long Island City - Astoria,2019,2019-01-01,63.8,2019-01
816815,643,Annual vehicle miles traveled,Million miles,per square mile,Citywide,1.0,New York City,2019,2019-01-01,59.6,2019-01
817082,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,312.0,Borough Park (CD12),2019,2019-01-01,67.4,2019-01
816757,643,Annual vehicle miles traveled,Million miles,per square mile,CD,305.0,East New York and Starrett City (CD5),2019,2019-01-01,58.1,2019-01
816805,643,Annual vehicle miles traveled,Million miles,per square mile,CD,105.0,Midtown (CD5),2019,2019-01-01,94.8,2019-01
817122,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,414.0,Rockaway and Broad Channel (CD14),2019,2019-01-01,14.2,2019-01
817024,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,107.0,Upper West Side (CD7),2019,2019-01-01,128.7,2019-01
817000,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,410.0,Rockaways,2019,2019-01-01,13.0,2019-01
816956,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,209.0,Bensonhurst - Bay Ridge,2019,2019-01-01,63.2,2019-01
816958,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,210.0,Coney Island - Sheepshead Bay,2019,2019-01-01,42.2,2019-01
816950,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,206.0,Borough Park,2019,2019-01-01,66.2,2019-01
817062,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,302.0,Fort Greene and Brooklyn Heights (CD2),2019,2019-01-01,132.2,2019-01
816936,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,106.0,High Bridge - Morrisania,2019,2019-01-01,69.9,2019-01
817036,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,201.0,Mott Haven and Melrose (CD1),2019,2019-01-01,73.8,2019-01
817038,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,202.0,Hunts Point and Longwood (CD2),2019,2019-01-01,46.5,2019-01
817012,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,101.0,Financial District (CD1),2019,2019-01-01,103.7,2019-01
817126,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,502.0,South Beach and Willowbrook (CD2),2019,2019-01-01,24.6,2019-01
817014,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,102.0,Greenwich Village and Soho (CD2),2019,2019-01-01,104.2,2019-01
816920,644,Annual vehicle miles traveled (cars),Million miles,per square mile,Borough,3.0,Manhattan,2019,2019-01-01,116.7,2019-01
816978,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,309.0,Union Square - Lower East Side,2019,2019-01-01,113.2,2019-01
817124,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,501.0,St. George and Stapleton (CD1),2019,2019-01-01,29.1,2019-01
817114,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,410.0,South Ozone Park and Howard Beach (CD10),2019,2019-01-01,73.8,2019-01
817118,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,412.0,Jamaica and Hollis (CD12),2019,2019-01-01,36.3,2019-01
817026,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,108.0,Upper East Side (CD8),2019,2019-01-01,123.4,2019-01
817054,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,210.0,Throgs Neck and Co-op City (CD10),2019,2019-01-01,64.9,2019-01
816787,643,Annual vehicle miles traveled,Million miles,per square mile,CD,202.0,Hunts Point and Longwood (CD2),2019,2019-01-01,51.4,2019-01
816813,643,Annual vehicle miles traveled,Million miles,per square mile,CD,101.0,Financial District (CD1),2019,2019-01-01,116.3,2019-01
816912,643,Annual vehicle miles traveled,Million miles,per square mile,CD,502.0,South Beach and Willowbrook (CD2),2019,2019-01-01,26.9,2019-01
816867,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,210.0,Coney Island - Sheepshead Bay,2019,2019-01-01,44.5,2019-01
816729,643,Annual vehicle miles traveled,Million miles,per square mile,CD,401.0,Long Island City and Astoria (CD1),2019,2019-01-01,43.5,2019-01
816743,643,Annual vehicle miles traveled,Million miles,per square mile,CD,312.0,Borough Park (CD12),2019,2019-01-01,70.7,2019-01
816899,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,101.0,Kingsbridge - Riverdale,2019,2019-01-01,80.8,2019-01
816853,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,306.0,Chelsea - Clinton,2019,2019-01-01,136.0,2019-01
816833,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,406.0,Fresh Meadows,2019,2019-01-01,80.9,2019-01
816861,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,302.0,Central Harlem - Morningside Heights,2019,2019-01-01,108.3,2019-01
816865,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,211.0,Williamsburg - Bushwick,2019,2019-01-01,49.8,2019-01
816857,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,304.0,Upper West Side,2019,2019-01-01,143.5,2019-01
816903,643,Annual vehicle miles traveled,Million miles,per square mile,Borough,4.0,Queens,2019,2019-01-01,57.5,2019-01
816859,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,303.0,East Harlem,2019,2019-01-01,147.9,2019-01
816895,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,103.0,Fordham - Bronx Pk,2019,2019-01-01,60.0,2019-01
816753,643,Annual vehicle miles traveled,Million miles,per square mile,CD,307.0,Sunset Park (CD7),2019,2019-01-01,120.7,2019-01
816777,643,Annual vehicle miles traveled,Million miles,per square mile,CD,207.0,Kingsbridge Heights and Bedford (CD7),2019,2019-01-01,70.5,2019-01
816755,643,Annual vehicle miles traveled,Million miles,per square mile,CD,306.0,Park Slope and Carroll Gardens (CD6),2019,2019-01-01,93.0,2019-01
816803,643,Annual vehicle miles traveled,Million miles,per square mile,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),2019,2019-01-01,191.2,2019-01
816751,643,Annual vehicle miles traveled,Million miles,per square mile,CD,308.0,Crown Heights and Prospect Heights (CD8),2019,2019-01-01,88.1,2019-01
816984,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,402.0,West Queens,2019,2019-01-01,94.7,2019-01
816883,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,202.0,Downtown - Heights - Slope,2019,2019-01-01,126.8,2019-01
816716,643,Annual vehicle miles traveled,Million miles,per square mile,CD,412.0,Jamaica and Hollis (CD12),2019,2019-01-01,39.3,2019-01
816767,643,Annual vehicle miles traveled,Million miles,per square mile,CD,212.0,Williamsbridge and Baychester (CD12),2019,2019-01-01,54.8,2019-01
816873,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,207.0,East Flatbush - Flatbush,2019,2019-01-01,60.2,2019-01
816761,643,Annual vehicle miles traveled,Million miles,per square mile,CD,303.0,Bedford Stuyvesant (CD3),2019,2019-01-01,69.0,2019-01
816725,643,Annual vehicle miles traveled,Million miles,per square mile,CD,403.0,Jackson Heights (CD3),2019,2019-01-01,76.1,2019-01
816723,643,Annual vehicle miles traveled,Million miles,per square mile,CD,404.0,Elmhurst and Corona (CD4),2019,2019-01-01,80.9,2019-01
816720,643,Annual vehicle miles traveled,Million miles,per square mile,CD,414.0,Rockaway and Broad Channel (CD14),2019,2019-01-01,15.1,2019-01
816710,643,Annual vehicle miles traveled,Million miles,per square mile,CD,409.0,Kew Gardens and Woodhaven (CD9),2019,2019-01-01,48.0,2019-01
816831,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,407.0,Southwest Queens,2019,2019-01-01,57.8,2019-01
816733,643,Annual vehicle miles traveled,Million miles,per square mile,CD,317.0,East Flatbush (CD17),2019,2019-01-01,65.4,2019-01
816785,643,Annual vehicle miles traveled,Million miles,per square mile,CD,203.0,Morrisania and Crotona (CD3),2019,2019-01-01,43.4,2019-01
816825,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,410.0,Rockaways,2019,2019-01-01,14.0,2019-01
816827,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,409.0,Southeast Queens,2019,2019-01-01,67.1,2019-01
816869,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,209.0,Bensonhurst - Bay Ridge,2019,2019-01-01,67.8,2019-01
816905,643,Annual vehicle miles traveled,Million miles,per square mile,Borough,3.0,Manhattan,2019,2019-01-01,129.5,2019-01
816889,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,106.0,High Bridge - Morrisania,2019,2019-01-01,81.6,2019-01
816704,643,Annual vehicle miles traveled,Million miles,per square mile,CD,406.0,Rego Park and Forest Hills (CD6),2019,2019-01-01,92.1,2019-01
816829,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,408.0,Jamaica,2019,2019-01-01,47.8,2019-01
816885,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,201.0,Greenpoint,2019,2019-01-01,88.6,2019-01
816712,643,Annual vehicle miles traveled,Million miles,per square mile,CD,410.0,South Ozone Park and Howard Beach (CD10),2019,2019-01-01,76.8,2019-01
817088,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,315.0,Sheepshead Bay (CD15),2019,2019-01-01,52.6,2019-01
817120,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,413.0,Queens Village (CD13),2019,2019-01-01,72.4,2019-01
817050,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,208.0,Riverdale and Fieldston (CD8),2019,2019-01-01,52.1,2019-01
816934,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,105.0,Crotona -Tremont,2019,2019-01-01,90.5,2019-01
817006,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,503.0,Willowbrook,2019,2019-01-01,31.5,2019-01
816928,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,102.0,Northeast Bronx,2019,2019-01-01,42.7,2019-01
817096,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,401.0,Long Island City and Astoria (CD1),2019,2019-01-01,38.4,2019-01
816799,643,Annual vehicle miles traveled,Million miles,per square mile,CD,108.0,Upper East Side (CD8),2019,2019-01-01,138.6,2019-01
817002,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,501.0,Port Richmond,2019,2019-01-01,14.9,2019-01
816926,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,101.0,Kingsbridge - Riverdale,2019,2019-01-01,74.3,2019-01
816940,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,201.0,Greenpoint,2019,2019-01-01,78.9,2019-01
816823,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,501.0,Port Richmond,2019,2019-01-01,17.0,2019-01
816914,643,Annual vehicle miles traveled,Million miles,per square mile,CD,503.0,Tottenville and Great Kills (CD3),2019,2019-01-01,12.9,2019-01
817040,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,203.0,Morrisania and Crotona (CD3),2019,2019-01-01,38.6,2019-01
817086,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,314.0,Flatbush and Midwood (CD14),2019,2019-01-01,53.5,2019-01
816924,644,Annual vehicle miles traveled (cars),Million miles,per square mile,Borough,5.0,Staten Island,2019,2019-01-01,21.0,2019-01
816968,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,304.0,Upper West Side,2019,2019-01-01,129.2,2019-01
816988,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,404.0,Bayside - Little Neck,2019,2019-01-01,74.1,2019-01
817108,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,407.0,Flushing and Whitestone (CD7),2019,2019-01-01,38.3,2019-01
816982,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,401.0,Long Island City - Astoria,2019,2019-01-01,57.1,2019-01
817112,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,409.0,Kew Gardens and Woodhaven (CD9),2019,2019-01-01,43.6,2019-01
817056,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,211.0,Morris Park and Bronxdale (CD11),2019,2019-01-01,35.5,2019-01
817004,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,502.0,Stapleton - St. George,2019,2019-01-01,30.4,2019-01
817052,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,209.0,Parkchester and Soundview (CD9),2019,2019-01-01,65.9,2019-01
816962,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,301.0,Washington Heights,2019,2019-01-01,131.7,2019-01
817092,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,317.0,East Flatbush (CD17),2019,2019-01-01,61.5,2019-01
816954,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,208.0,Canarsie - Flatlands,2019,2019-01-01,45.3,2019-01
816974,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,307.0,Gramercy Park - Murray Hill,2019,2019-01-01,168.7,2019-01
816887,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,107.0,Hunts Point - Mott Haven,2019,2019-01-01,57.4,2019-01
816871,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,208.0,Canarsie - Flatlands,2019,2019-01-01,47.0,2019-01
816909,643,Annual vehicle miles traveled,Million miles,per square mile,Borough,1.0,Bronx,2019,2019-01-01,66.0,2019-01
816907,643,Annual vehicle miles traveled,Million miles,per square mile,Borough,2.0,Brooklyn,2019,2019-01-01,66.5,2019-01
816851,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,307.0,Gramercy Park - Murray Hill,2019,2019-01-01,188.2,2019-01
816849,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,308.0,Greenwich Village - SoHo,2019,2019-01-01,142.9,2019-01
816759,643,Annual vehicle miles traveled,Million miles,per square mile,CD,304.0,Bushwick (CD4),2019,2019-01-01,51.3,2019-01
817058,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,212.0,Williamsbridge and Baychester (CD12),2019,2019-01-01,49.9,2019-01
817078,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,310.0,Bay Ridge and Dyker Heights (CD10),2019,2019-01-01,77.2,2019-01
817034,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,112.0,Washington Heights and Inwood (CD12),2019,2019-01-01,139.5,2019-01
817030,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,110.0,Central Harlem (CD10),2019,2019-01-01,78.1,2019-01
816714,643,Annual vehicle miles traveled,Million miles,per square mile,CD,411.0,Bayside and Little Neck (CD11),2019,2019-01-01,73.6,2019-01
816769,643,Annual vehicle miles traveled,Million miles,per square mile,CD,211.0,Morris Park and Bronxdale (CD11),2019,2019-01-01,38.1,2019-01
816801,643,Annual vehicle miles traveled,Million miles,per square mile,CD,107.0,Upper West Side (CD7),2019,2019-01-01,143.4,2019-01
816901,643,Annual vehicle miles traveled,Million miles,per square mile,Borough,5.0,Staten Island,2019,2019-01-01,22.9,2019-01
816960,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,211.0,Williamsburg - Bushwick,2019,2019-01-01,46.2,2019-01
816811,643,Annual vehicle miles traveled,Million miles,per square mile,CD,102.0,Greenwich Village and Soho (CD2),2019,2019-01-01,120.2,2019-01
817008,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,504.0,South Beach - Tottenville,2019,2019-01-01,12.1,2019-01
